Id,SalePrice
1701,245368
1702,204144
1703,202931
1704,231793
1705,185718
1706,312540
1707,155190
1708,160148
1709,206809
1710,178102
1711,225395
1712,201247
1713,219998
1714,186708
1715,179083
1716,144315
1717,136915
1718,103871
1719,183399
1720,206819
1721,138676
1722,100458
1723,142791
1724,170535
1725,219777
1726,177380
1727,136473
1728,169537
1729,160537
1730,161218
1731,105057
1732,109805
1733,102980
1734,107362
1735,116183
1736,100444
1737,291753
1738,229705
1739,261143
1740,177856
1741,165577
1742,167591
1743,166435
1744,262199
1745,183066
1746,207239
1747,218942
1748,236165
1749,157195
1750,135372
1751,242341
1752,102932
1753,137413
1754,222191
1755,174911
1756,122142
1757,95332.7
1758,142936
1759,169164
1760,161130
1761,158832
1762,193103
1763,159048
1764,92681.4
1765,179247
1766,188434
1767,230242
1768,133582
1769,164109
1770,138143
1771,115435
1772,128182
1773,119120
1774,151775
1775,120026
1776,111841
1777,90682.6
1778,127724
1779,99517.2
1780,177645
1781,111203
1782,57512.7
1783,149370
1784,96290.1
1785,98499.3
1786,135755
1787,165205
1788,22284.1
1789,88411.6
1790,50666.3
1791,219470
1792,156082
1793,131735
1794,145734
1795,120108
1796,103213
1797,134373
1798,93567.8
1799,91496.9
1800,98571.4
1801,126138
1802,126812
1803,159570
1804,132360
1805,126064
1806,129003
1807,162353
1808,122773
1809,122141
1810,145665
1811,92718.7
1812,98135.2
1813,122761
1814,75324.4
1815,21766
1816,81369.4
1817,115134
1818,159671
1819,120555
1820,35235.6
1821,97294.7
1822,151667
1823,20297.5
1824,118318
1825,136022
1826,97653.6
1827,88670
1828,142646
1829,126311
1830,157214
1831,169953
1832,104272
1833,156884
1834,126012
1835,144994
1836,131154
1837,85704.3
1838,140143
1839,81912.4
1840,139336
1841,123050
1842,80046.3
1843,128105
1844,117260
1845,140378
1846,144736
1847,161476
1848,6449.1
1849,100520
1850,100549
1851,148994
1852,109524
1853,118478
1854,147099
1855,144203
1856,208439
1857,160426
1858,147442
1859,96077.6
1860,144305
1861,95095.2
1862,282722
1863,279524
1864,279554
1865,242831
1866,244019
1867,185408
1868,240936
1869,178028
1870,189929
1871,190791
1872,155611
1873,212597
1874,130581
1875,178167
1876,192035
1877,187241
1878,177291
1879,107274
1880,123037
1881,216714
1882,224188
1883,171835
1884,187998
1885,211721
1886,230413
1887,192722
1888,233630
1889,153577
1890,111687
1891,121924
1892,78438.1
1893,131571
1894,110650
1895,143090
1896,126522
1897,122905
1898,113685
1899,130284
1900,135583
1901,165942
1902,132929
1903,206704
1904,121208
1905,177334
1906,167514
1907,200255
1908,118187
1909,142030
1910,128968
1911,208223
1912,264006
1913,163228
1914,51740.3
1915,221375
1916,40416.8
1917,228610
1918,130724
1919,174179
1920,156274
1921,277204
1922,234083
1923,225607
1924,210580
1925,192788
1926,274600
1927,123308
1928,155468
1929,113827
1930,116506
1931,130936
1932,131031
1933,184795
1934,175571
1935,166742
1936,174837
1937,172003
1938,148342
1939,192550
1940,150109
1941,165682
1942,180614
1943,164424
1944,255955
1945,256391
1946,151470
1947,222941
1948,182254
1949,210694
1950,175631
1951,246726
1952,218636
1953,174880
1954,197531
1955,130645
1956,318931
1957,150165
1958,274392
1959,139944
1960,91686.1
1961,100694
1962,113411
1963,124440
1964,122243
1965,146035
1966,127155
1967,221913
1968,305677
1969,266708
1970,312424
1971,335018
1972,290633
1973,223480
1974,259679
1975,1.20453e+006
1976,231638
1977,311476
1978,272366
1979,239174
1980,166490
1981,260008
1982,184980
1983,167248
1984,163565
1985,200100
1986,199101
1987,143807
1988,158185
1989,177181
1990,199637
1991,188140
1992,215648
1993,156223
1994,231434
1995,170575
1996,248799
1997,237291
1998,267370
1999,237854
2000,268164
2001,246808
2002,207858
2003,218352
2004,237152
2005,182337
2006,162795
2007,201163
2008,169082
2009,178217
2010,178519
2011,117440
2012,138194
2013,162848
2014,180227
2015,190604
2016,176020
2017,185291
2018,108867
2019,126260
2020,100584
2021,87010.2
2022,186175
2023,154339
2024,258636
2025,294333
2026,140096
2027,136945
2028,146542
2029,162484
2030,213872
2031,192039
2032,188736
2033,207536
2034,160984
2035,212642
2036,192228
2037,197201
2038,252437
2039,172218
2040,303738
2041,238638
2042,183636
2043,171921
2044,173558
2045,197922
2046,133303
2047,144634
2048,123160
2049,134720
2050,172123
2051,79597.6
2052,110731
2053,128657
2054,76459.8
2055,151259
2056,127774
2057,99630.5
2058,217968
2059,124800
2060,175588
2061,180514
2062,111996
2063,87264.9
2064,127636
2065,106845
2066,173062
2067,106336
2068,139120
2069,64367.3
2070,105208
2071,69037.7
2072,152176
2073,130312
2074,189075
2075,135311
2076,111084
2077,124966
2078,107179
2079,134635
2080,100908
2081,116827
2082,116457
2083,138433
2084,89116.4
2085,93649.6
2086,105570
2087,124089
2088,108753
2089,52228.4
2090,131443
2091,98563.3
2092,139868
2093,140062
2094,100669
2095,157249
2096,68221.4
2097,88069.5
2098,152541
2099,28966.9
2100,63119.6
2101,124659
2102,135596
2103,89855.5
2104,164801
2105,123248
2106,53555.2
2107,210884
2108,103704
2109,92910
2110,120067
2111,145635
2112,135568
2113,116562
2114,121537
2115,157197
2116,104066
2117,152974
2118,109647
2119,93809.6
2120,118632
2121,86396.8
2122,99022.5
2123,69244.8
2124,175228
2125,147612
2126,139657
2127,177042
2128,132705
2129,87965.5
2130,138185
2131,139633
2132,122200
2133,107087
2134,120698
2135,92477
2136,57002.2
2137,98917.2
2138,125991
2139,137644
2140,127288
2141,140388
2142,106486
2143,126779
2144,125525
2145,125156
2146,163586
2147,167817
2148,139089
2149,136876
2150,196066
2151,105928
2152,164566
2153,173132
2154,90628.7
2155,143876
2156,272244
2157,212695
2158,212967
2159,189604
2160,158118
2161,198730
2162,325676
2163,257614
2164,207121
2165,176731
2166,134258
2167,190447
2168,189437
2169,179689
2170,214387
2171,143476
2172,126757
2173,164579
2174,213589
2175,246446
2176,241858
2177,218104
2178,197402
2179,123250
2180,211370
2181,156260
2182,187544
2183,153398
2184,117277
2185,117900
2186,152641
2187,141502
2188,153957
2189,278426
2190,48998
2191,51426.4
2192,71420.2
2193,95900.5
2194,86826.2
2195,104444
2196,82664.1
2197,111114
2198,152167
2199,193092
2200,135890
2201,129778
2202,179401
2203,125394
2204,166571
2205,102505
2206,129702
2207,193664
2208,230520
2209,206801
2210,124462
2211,110858
2212,111431
2213,91715.8
2214,134731
2215,85651.8
2216,160764
2217,41650.8
2218,86575.5
2219,80061.5
2220,72033.7
2221,222621
2222,214412
2223,249786
2224,202120
2225,126281
2226,185862
2227,190340
2228,212041
2229,211612
2230,135614
2231,177837
2232,167860
2233,175696
2234,199568
2235,186451
2236,212819
2237,265328
2238,188531
2239,97430.5
2240,145622
2241,151399
2242,118565
2243,135557
2244,104748
2245,100859
2246,130973
2247,125767
2248,109726
2249,101407
2250,116022
2251,140617
2252,185775
2253,140280
2254,165626
2255,191588
2256,163966
2257,206622
2258,135171
2259,165073
2260,155757
2261,148480
2262,169535
2263,282480
2264,346702
2265,191117
2266,208586
2267,289789
2268,270906
2269,142131
2270,188181
2271,208560
2272,215060
2273,153958
2274,172963
2275,178079
2276,181927
2277,198394
2278,144531
2279,98682.8
2280,100308
2281,143781
2282,167505
2283,124284
2284,109365
2285,132787
2286,109456
2287,248378
2288,206534
2289,266744
2290,316241
2291,258944
2292,296100
2293,320747
2294,286496
2295,328751
2296,224911
2297,249983
2298,230117
2299,294890
2300,273748
2301,231189
2302,211984
2303,194339
2304,201906
2305,166756
2306,169923
2307,173652
2308,180302
2309,216480
2310,165560
2311,183758
2312,166257
2313,159497
2314,159858
2315,158457
2316,175540
2317,169645
2318,152512
2319,156472
2320,147096
2321,206614
2322,147267
2323,154350
2324,161128
2325,169825
2326,154266
2327,188632
2328,207106
2329,179331
2330,172609
2331,295193
2332,309497
2333,275382
2334,232469
2335,237138
2336,285769
2337,156927
2338,221091
2339,185058
2340,291962
2341,173112
2342,191978
2343,192872
2344,199320
2345,199393
2346,157598
2347,149441
2348,198015
2349,160764
2350,233214
2351,181349
2352,203198
2353,238938
2354,102316
2355,110483
2356,137522
2357,162936
2358,181915
2359,132588
2360,96616.7
2361,134920
2362,260910
2363,123103
2364,162717
2365,183073
2366,144530
2367,167412
2368,169350
2369,166301
2370,168709
2371,155935
2372,149858
2373,239876
2374,272080
2375,196240
2376,270637
2377,293197
2378,121968
2379,235616
2380,137321
2381,160694
2382,192312
2383,180033
2384,232693
2385,156513
2386,122305
2387,112713
2388,86665.5
2389,111402
2390,125889
2391,131989
2392,90270.7
2393,160613
2394,125261
2395,220468
2396,140865
2397,213337
2398,119807
2399,32937.4
2400,42487.5
2401,103184
2402,123255
2403,134384
2404,142684
2405,153455
2406,130289
2407,111762
2408,129679
2409,104573
2410,185516
2411,96004.9
2412,144987
2413,107606
2414,129978
2415,127006
2416,111740
2417,121169
2418,115068
2419,111124
2420,111675
2421,2.3444e+006
2422,97000.3
2423,118338
2424,137738
2425,259117
2426,154293
2427,123225
2428,192512
2429,98834
2430,119586
2431,95939.1
2432,117328
2433,132810
2434,119637
2435,147435
2436,73245
2437,86334.2
2438,106035
2439,100384
2440,124556
2441,97167.1
2442,86881.2
2443,122556
2444,131598
2445,83981.4
2446,144859
2447,191526
2448,149756
2449,116140
2450,161052
2451,126249
2452,214804
2453,67611.1
2454,114416
2455,121099
2456,135559
2457,125005
2458,121273
2459,85658.3
2460,135342
2461,114068
2462,127552
2463,115769
2464,189841
2465,132250
2466,103964
2467,145396
2468,78680.2
2469,76675
2470,211919
2471,220769
2472,186759
2473,127166
2474,79768
2475,231564
2476,112500
2477,109547
2478,158972
2479,94844.9
2480,146610
2481,113749
2482,119424
2483,89666.5
2484,116112
2485,109047
2486,137915
2487,219855
2488,155596
2489,146736
2490,146876
2491,79126.8
2492,176037
2493,138245
2494,159652
2495,87180.5
2496,227799
2497,154560
2498,90806.9
2499,66357.8
2500,119141
2501,122535
2502,153480
2503,96351.9
2504,2.85519e+006
2505,202314
2506,205227
2507,225674
2508,205719
2509,183572
2510,182401
2511,145322
2512,182529
2513,219272
2514,210966
2515,131336
2516,159194
2517,121437
2518,127506
2519,198920
2520,203230
2521,170729
2522,209494
2523,106126
2524,123934
2525,140990
2526,117617
2527,92262.8
2528,106600
2529,110395
2530,111670
2531,216974
2532,207616
2533,184828
2534,204334
2535,264767
2536,227904
2537,192717
2538,159386
2539,158824
2540,144596
2541,165748
2542,144197
2543,126037
2544,111076
2545,139791
2546,127729
2547,135574
2548,159529
2549,150730
2550,647879
2551,120119
2552,115178
2553,42408.5
2554,82976.1
2555,111550
2556,83732.5
2557,95423
2558,181176
2559,109630
2560,139341
2561,129000
2562,123916
2563,139692
2564,179014
2565,114047
2566,138757
2567,129967
2568,205437
2569,193221
2570,123703
2571,157357
2572,138189
2573,209803
2574,1.58502e+006
2575,131762
2576,129602
2577,167817
2578,72896.8
2579,29999.1
2580,127839
2581,121992
2582,123247
2583,232278
2584,167552
2585,170007
2586,192946
2587,187207
2588,135558
2589,143524
2590,199779
2591,234673
2592,171179
2593,184751
2594,162225
2595,161420
2596,262091
2597,160782
2598,252274
2599,237708
2600,3.53433e+006
2601,122348
2602,79115.3
2603,89185.4
2604,86446.7
2605,72583.9
2606,138343
2607,201451
2608,211919
2609,164953
2610,98441.3
2611,147002
2612,147447
2613,113602
2614,108114
2615,146969
2616,148131
2617,194838
2618,222074
2619,197210
2620,176165
2621,167333
2622,176080
2623,212308
2624,243607
2625,245580
2626,161806
2627,138161
2628,326665
2629,342656
2630,265240
2631,327269
2632,297522
2633,227715
2634,284012
2635,152023
2636,188202
2637,164462
2638,234588
2639,198919
2640,148014
2641,89169.2
2642,169100
2643,117635
2644,139123
2645,117652
2646,105690
2647,121536
2648,144083
2649,135911
2650,128023
2651,139807
2652,301561
2653,205576
2654,194689
2655,284911
2656,252956
2657,258651
2658,229301
2659,241116
2660,264557
2661,257298
2662,264637
2663,240441
2664,203570
2665,245103
2666,217612
2667,155999
2668,160799
2669,144287
2670,243499
2671,161897
2672,161857
2673,180360
2674,185718
2675,134136
2676,171183
2677,195852
2678,229392
2679,239607
2680,245705
2681,322195
2682,281986
2683,389752
2684,268995
2685,292087
2686,218732
2687,237382
2688,173536
2689,154629
2690,312778
2691,167556
2692,104302
2693,162213
2694,108860
2695,177309
2696,166108
2697,176851
2698,202583
2699,160394
2700,133726
2701,141976
2702,97357.5
2703,126650
2704,137788
2705,97524.8
2706,94581.5
2707,106388
2708,112378
2709,89211.5
2710,109721
2711,5.07892e+006
2712,322330
2713,136349
2714,130610
2715,163893
2716,127648
2717,166699
2718,172330
2719,153870
2720,176256
2721,119422
2722,178650
2723,147892
2724,107219
2725,112724
2726,137190
2727,187459
2728,159627
2729,145298
2730,131875
2731,114696
2732,104474
2733,160854
2734,146657
2735,122899
2736,142346
2737,102496
2738,125496
2739,152147
2740,124857
2741,124401
2742,154231
2743,150614
2744,145733
2745,138949
2746,113308
2747,137805
2748,107342
2749,117212
2750,117176
2751,116443
2752,197167
2753,154389
2754,279926
2755,124050
2756,77538.6
2757,56473.5
2758,76223.2
2759,165230
2760,134656
2761,140721
2762,126514
2763,201841
2764,137837
2765,266736
2766,139090
2767,49984.9
2768,101901
2769,111016
2770,136198
2771,96254
2772,99022.9
2773,172541
2774,145442
2775,128523
2776,146380
2777,143704
2778,117411
2779,130006
2780,92009.7
2781,80320
2782,73304.6
2783,96183.6
2784,113088
2785,134409
2786,43519.6
2787,117780
2788,48237.4
2789,180165
2790,89725.3
2791,107470
2792,42822.4
2793,164594
2794,82342.8
2795,112310
2796,73183.4
2797,224197
2798,120515
2799,115594
2800,46294.1
2801,100620
2802,125773
2803,156521
2804,126336
2805,85846.9
2806,56177.9
2807,133730
2808,147597
2809,119682
2810,115108
2811,162904
2812,152788
2813,149471
2814,157030
2815,90157.9
2816,224027
2817,140045
2818,118810
2819,163296
2820,129107
2821,108295
2822,202084
2823,333349
2824,188630
2825,138718
2826,120295
2827,135370
2828,231192
2829,194584
2830,198558
2831,153540
2832,216402
2833,217718
2834,188038
2835,180596
2836,182721
2837,161710
2838,120175
2839,164493
2840,169910
2841,185372
2842,209262
2843,145766
2844,168911
2845,103701
2846,194265
2847,193693
2848,179620
2849,182883
2850,253870
2851,208367
2852,226740
2853,216060
2854,123805
2855,174778
2856,175664
2857,168501
2858,171762
2859,133249
2860,136209
2861,126223
2862,188207
2863,104741
2864,218708
2865,121932
2866,163210
2867,79773
2868,112143
2869,117355
2870,141982
2871,67163.9
2872,17634.6
2873,99786.1
2874,141652
2875,134060
2876,172127
2877,136802
2878,156350
2879,139474
2880,95819
2881,142927
2882,160137
2883,177979
2884,177692
2885,160937
2886,239715
2887,95607.6
2888,136766
2889,32750.4
2890,58157.3
2891,144960
2892,33895.6
2893,87377.1
2894,44661.7
2895,236142
2896,224360
2897,197805
2898,145431
2899,166639
2900,153947
2901,214551
2902,167911
2903,253314
2904,255863
2905,78864.5
2906,184896
2907,111622
2908,105772
2909,149114
2910,60281.1
2911,79106.4
2912,138340
2913,87735
2914,69055.3
2915,80335.8
2916,86528.9
2917,177015
2918,98406.3
2919,223971
